sample_id,frame_id,scenario_id,view_id,traffic_light_id,n_inview,n_inview_veh,n_inview_ped,density_bin,gt_dist_mean_m,gt_dist_min_m,gt_speed_mean_mps,gt_speed_max_mps,frac_parked,frac_moving,camera_x,camera_y,regime,sample_index,trajectory_window_index,trajectory_group,partition,class_mix,vulnerable_present,nearest_range,reference_low_confidence_or_miss,small_object_present,edge_truncated_present
moving_ego_pps200000_medium_8loops_stride2_003506_frame98937,98937,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,27.118,26.706,3.708,7.416,0.5,0.5,-45.30306625366211,-40.70798873901367,moving_ego_pps200000_medium_8loops_stride2,3506,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003517_frame98959,98959,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,33.914,28.748,3.708,7.416,0.5,0.5,-45.30306625366211,-40.70798873901367,moving_ego_pps200000_medium_8loops_stride2,3517,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,gt_25m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003521_frame98967,98967,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,29.385,29.385,0.0,0.0,1.0,0.0,-45.30306625366211,-40.70798873901367,moving_ego_pps200000_medium_8loops_stride2,3521,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003527_frame98979,98979,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,30.357,30.357,0.0,0.0,1.0,0.0,-45.30306625366211,-40.70798873901367,moving_ego_pps200000_medium_8loops_stride2,3527,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003530_frame98985,98985,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,30.809,30.809,0.0,0.0,1.0,0.0,-45.30259323120117,-40.756290435791016,moving_ego_pps200000_medium_8loops_stride2,3530,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003548_frame99021,99021,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,24.714,24.714,0.0,0.0,1.0,0.0,-45.42111206054688,-51.70981597900391,moving_ego_pps200000_medium_8loops_stride2,3548,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,12_25m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003550_frame99025,99025,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,24.226,24.226,0.0,0.0,1.0,0.0,-45.66719818115234,-53.00917816162109,moving_ego_pps200000_medium_8loops_stride2,3550,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,12_25m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003591_frame99107,99107,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.384,37.384,0.0,0.0,1.0,0.0,-67.52658081054688,-65.38414001464844,moving_ego_pps200000_medium_8loops_stride2,3591,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003600_frame99125,99125,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,31.516,31.516,0.0,0.0,1.0,0.0,-73.47754669189453,-65.1744613647461,moving_ego_pps200000_medium_8loops_stride2,3600,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003601_frame99127,99127,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.861,30.861,0.0,0.0,1.0,0.0,-74.1384506225586,-65.12471771240234,moving_ego_pps200000_medium_8loops_stride2,3601,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003603_frame99131,99131,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,33.84,29.542,3.658,7.315,0.5,0.5,-75.45452117919922,-64.96199798583984,moving_ego_pps200000_medium_8loops_stride2,3603,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003605_frame99135,99135,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,31.29,28.223,3.658,7.316,0.5,0.5,-76.76789855957031,-64.78147888183594,moving_ego_pps200000_medium_8loops_stride2,3605,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003627_frame99179,99179,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,14.063,14.063,0.0,0.0,1.0,0.0,-90.29800415039062,-59.624759674072266,moving_ego_pps200000_medium_8loops_stride2,3627,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003666_frame99257,99257,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,33.883,33.883,0.0,0.0,1.0,0.0,-106.4429931640625,-39.84871292114258,moving_ego_pps200000_medium_8loops_stride2,3666,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003672_frame99269,99269,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,31.766,31.766,0.0,0.0,1.0,0.0,-107.80765533447266,-36.11964416503906,moving_ego_pps200000_medium_8loops_stride2,3672,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003674_frame99273,99273,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,31.033,31.033,0.0,0.0,1.0,0.0,-108.18163299560548,-34.84928131103516,moving_ego_pps200000_medium_8loops_stride2,3674,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003676_frame99277,99277,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,30.299,30.299,0.0,0.0,1.0,0.0,-108.5398406982422,-33.57179260253906,moving_ego_pps200000_medium_8loops_stride2,3676,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003679_frame99283,99283,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,29.164,29.164,0.0,0.0,1.0,0.0,-108.9950942993164,-31.627670288085938,moving_ego_pps200000_medium_8loops_stride2,3679,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003691_frame99307,99307,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,24.45,24.45,0.0,0.0,1.0,0.0,-110.03348541259766,-23.754125595092773,moving_ego_pps200000_medium_8loops_stride2,3691,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,12_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003694_frame99313,99313,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,23.251,23.251,0.0,0.0,1.0,0.0,-110.13886260986328,-21.776350021362305,moving_ego_pps200000_medium_8loops_stride2,3694,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,pedestrian_only,present,12_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003707_frame99339,99339,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,28.376,18.243,0.0,0.0,1.0,0.0,-110.3405303955078,-13.143271446228027,moving_ego_pps200000_medium_8loops_stride2,3707,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003711_frame99347,99347,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,26.81,16.85,0.0,0.0,1.0,0.0,-110.34909057617188,-10.487042427062988,moving_ego_pps200000_medium_8loops_stride2,3711,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003716_frame99357,99357,moving_ego_training,autopilot_spawn80,,4,1,3,3-4,32.159,15.268,0.0,0.0,1.0,0.0,-110.35791778564452,-7.160082817077637,moving_ego_pps200000_medium_8loops_stride2,3716,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003718_frame99361,99361,moving_ego_training,autopilot_spawn80,,4,1,3,3-4,31.022,14.602,0.0,0.0,1.0,0.0,-110.35662841796876,-5.830726146697998,moving_ego_pps200000_medium_8loops_stride2,3718,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_003729_frame99383,99383,moving_ego_training,autopilot_spawn80,,3,1,2,3-4,32.797,28.535,0.0,0.0,1.0,0.0,-110.34146881103516,1.4228401184082031,moving_ego_pps200000_medium_8loops_stride2,3729,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,gt_25m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003739_frame99403,99403,moving_ego_training,autopilot_spawn80,,4,2,2,3-4,21.025,3.93,1.848,7.393,0.75,0.25,-110.29690551757812,8.064790725708008,moving_ego_pps200000_medium_8loops_stride2,3739,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003742_frame99409,99409,moving_ego_training,autopilot_spawn80,,4,2,2,3-4,20.017,4.927,1.856,7.423,0.75,0.25,-110.18029022216795,10.047861099243164,moving_ego_pps200000_medium_8loops_stride2,3742,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_003746_frame99417,99417,moving_ego_training,autopilot_spawn80,,6,4,2,5+,25.142,7.649,1.277,7.425,0.667,0.167,-109.68043518066406,12.654901504516602,moving_ego_pps200000_medium_8loops_stride2,3746,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_003749_frame99423,99423,moving_ego_training,autopilot_spawn80,,6,4,2,5+,24.233,10.18,1.236,7.415,0.667,0.167,-108.9579620361328,14.533970832824709,moving_ego_pps200000_medium_8loops_stride2,3749,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003755_frame99435,99435,moving_ego_training,autopilot_spawn80,,6,5,1,5+,26.671,15.433,1.234,7.402,0.667,0.167,-106.99734497070312,18.021947860717773,moving_ego_pps200000_medium_8loops_stride2,3755,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_003768_frame99461,99461,moving_ego_training,autopilot_spawn80,,5,3,2,5+,22.562,9.349,0.0,0.0,1.0,0.0,-100.33103942871094,23.4063720703125,moving_ego_pps200000_medium_8loops_stride2,3768,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003769_frame99463,99463,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,25.219,19.348,0.0,0.0,1.0,0.0,-99.6948699951172,23.63042449951172,moving_ego_pps200000_medium_8loops_stride2,3769,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_003771_frame99467,99467,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,23.924,18.014,0.0,0.0,1.0,0.0,-98.40579223632812,24.00533866882324,moving_ego_pps200000_medium_8loops_stride2,3771,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_003776_frame99477,99477,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,20.686,14.689,0.0,0.0,1.0,0.0,-95.07164764404295,24.401885986328125,moving_ego_pps200000_medium_8loops_stride2,3776,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_003784_frame99493,99493,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,15.841,9.554,0.0,0.0,1.0,0.0,-89.75283813476562,24.63226127624512,moving_ego_pps200000_medium_8loops_stride2,3784,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_003790_frame99505,99505,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,10.656,3.936,1.083,3.757,0.5,0.5,-85.78510284423828,24.709474563598636,moving_ego_pps200000_medium_8loops_stride2,3790,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,absent,present
moving_ego_pps200000_medium_8loops_stride2_003792_frame99509,99509,moving_ego_training,autopilot_spawn80,,4,3,1,3-4,9.798,3.881,0.654,2.613,0.5,0.25,-84.46028137207031,24.725366592407227,moving_ego_pps200000_medium_8loops_stride2,3792,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,absent,present
moving_ego_pps200000_medium_8loops_stride2_003796_frame99517,99517,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,7.705,3.912,0.017,0.033,0.5,0.0,-81.80062103271484,24.720815658569336,moving_ego_pps200000_medium_8loops_stride2,3796,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003798_frame99521,99521,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,6.84,3.439,0.008,0.016,0.5,0.0,-80.47537231445312,24.721391677856445,moving_ego_pps200000_medium_8loops_stride2,3798,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003801_frame99527,99527,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,8.397,8.397,0.0,0.0,1.0,0.0,-78.48582458496094,24.71319961547852,moving_ego_pps200000_medium_8loops_stride2,3801,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003811_frame99547,99547,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.638,3.638,0.0,0.0,1.0,0.0,-71.85126495361328,24.656784057617188,moving_ego_pps200000_medium_8loops_stride2,3811,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003812_frame99549,99549,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.52,3.52,0.0,0.0,1.0,0.0,-71.19417572021484,24.650184631347656,moving_ego_pps200000_medium_8loops_stride2,3812,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003823_frame99571,99571,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.553,3.553,0.0,0.0,1.0,0.0,-70.29875183105469,24.642658233642575,moving_ego_pps200000_medium_8loops_stride2,3823,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,present
moving_ego_pps200000_medium_8loops_stride2_003829_frame99583,99583,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.553,3.553,0.0,0.0,1.0,0.0,-70.29875183105469,24.642658233642575,moving_ego_pps200000_medium_8loops_stride2,3829,5,moving_ego_pps200000_medium_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,present
moving_ego_pps200000_medium_8loops_stride2_003833_frame99591,99591,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.577,3.577,0.792,0.792,0.0,1.0,-70.0547103881836,24.640670776367188,moving_ego_pps200000_medium_8loops_stride2,3833,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,le_12m,absent,absent,present
moving_ego_pps200000_medium_8loops_stride2_003841_frame99607,99607,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.839,3.839,4.42,4.42,0.0,1.0,-65.2497329711914,24.57742691040039,moving_ego_pps200000_medium_8loops_stride2,3841,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,le_12m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003844_frame99613,99613,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,3.849,3.849,6.238,6.238,0.0,1.0,-63.26667404174805,24.49078750610352,moving_ego_pps200000_medium_8loops_stride2,3844,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,le_12m,absent,absent,present
moving_ego_pps200000_medium_8loops_stride2_003845_frame99615,99615,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,4.022,4.022,6.907,6.907,0.0,1.0,-62.60659408569336,24.451824188232425,moving_ego_pps200000_medium_8loops_stride2,3845,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,le_12m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003930_frame99785,99785,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,37.712,36.487,7.352,7.428,0.0,1.0,-45.32998275756836,-22.685272216796875,moving_ego_pps200000_medium_8loops_stride2,3930,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,absent,present,absent
moving_ego_pps200000_medium_8loops_stride2_003936_frame99797,99797,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,30.314,24.667,7.4,7.441,0.0,1.0,-45.35665512084961,-26.68631935119629,moving_ego_pps200000_medium_8loops_stride2,3936,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003957_frame99839,99839,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.809,35.809,0.0,0.0,1.0,0.0,-45.30336380004883,-40.40581130981445,moving_ego_pps200000_medium_8loops_stride2,3957,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003962_frame99849,99849,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664,moving_ego_pps200000_medium_8loops_stride2,3962,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003963_frame99851,99851,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664,moving_ego_pps200000_medium_8loops_stride2,3963,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003973_frame99871,99871,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664,moving_ego_pps200000_medium_8loops_stride2,3973,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003978_frame99881,99881,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664,moving_ego_pps200000_medium_8loops_stride2,3978,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003979_frame99883,99883,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.687,35.687,0.0,0.0,1.0,0.0,-45.304161071777344,-40.56381607055664,moving_ego_pps200000_medium_8loops_stride2,3979,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003984_frame99893,99893,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.497,35.497,0.0,0.0,1.0,0.0,-45.30177307128906,-40.80852508544922,moving_ego_pps200000_medium_8loops_stride2,3984,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_003998_frame99921,99921,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,33.602,29.203,0.0,0.0,1.0,0.0,-45.22275924682617,-49.58465194702149,moving_ego_pps200000_medium_8loops_stride2,3998,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,mixed,present,gt_25m,present,present,present
moving_ego_pps200000_medium_8loops_stride2_004002_frame99929,99929,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,30.284,27.832,0.0,0.0,1.0,0.0,-45.51100158691406,-52.22127914428711,moving_ego_pps200000_medium_8loops_stride2,4002,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,mixed,present,gt_25m,absent,present,present
moving_ego_pps200000_medium_8loops_stride2_004005_frame99935,99935,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,31.388,31.388,0.0,0.0,1.0,0.0,-46.06893157958984,-54.13263320922852,moving_ego_pps200000_medium_8loops_stride2,4005,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,pedestrian_only,present,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004006_frame99937,99937,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,31.018,31.018,0.0,0.0,1.0,0.0,-46.323638916015625,-54.74971389770508,moving_ego_pps200000_medium_8loops_stride2,4006,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,pedestrian_only,present,gt_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004058_frame100041,100041,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,28.377,28.377,0.0,0.0,1.0,0.0,-76.61605072021484,-64.8073501586914,moving_ego_pps200000_medium_8loops_stride2,4058,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004060_frame100045,100045,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,27.057,27.057,0.0,0.0,1.0,0.0,-77.91778564453125,-64.56803894042969,moving_ego_pps200000_medium_8loops_stride2,4060,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004065_frame100055,100055,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,23.758,23.758,0.0,0.0,1.0,0.0,-81.12821197509766,-63.78180694580078,moving_ego_pps200000_medium_8loops_stride2,4065,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004066_frame100057,100057,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,23.099,23.099,0.0,0.0,1.0,0.0,-81.76322937011719,-63.59715270996094,moving_ego_pps200000_medium_8loops_stride2,4066,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004067_frame100059,100059,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,22.441,22.441,0.0,0.0,1.0,0.0,-82.397705078125,-63.409549713134766,moving_ego_pps200000_medium_8loops_stride2,4067,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004073_frame100071,100071,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,18.534,18.534,0.0,0.0,1.0,0.0,-86.08772277832031,-61.920318603515625,moving_ego_pps200000_medium_8loops_stride2,4073,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004077_frame100079,100079,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,16.01,16.01,0.0,0.0,1.0,0.0,-88.45589447021484,-60.72869110107422,moving_ego_pps200000_medium_8loops_stride2,4077,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004079_frame100083,100083,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,25.568,14.789,3.725,7.451,0.5,0.5,-89.6077880859375,-60.070613861083984,moving_ego_pps200000_medium_8loops_stride2,4079,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004082_frame100089,100089,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,21.704,13.043,3.709,7.418,0.5,0.5,-91.28590393066406,-59.00264358520508,moving_ego_pps200000_medium_8loops_stride2,4082,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,present,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004087_frame100099,100099,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,23.288,10.506,2.471,7.414,0.667,0.333,-93.93251037597656,-57.023529052734375,moving_ego_pps200000_medium_8loops_stride2,4087,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,mixed,present,le_12m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_004101_frame100127,100127,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,31.752,28.247,0.0,0.0,1.0,0.0,-100.38591003417967,-50.32037353515625,moving_ego_pps200000_medium_8loops_stride2,4101,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,mixed,present,gt_25m,present,present,absent
moving_ego_pps200000_medium_8loops_stride2_004121_frame100167,100167,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,23.043,14.005,0.0,0.0,1.0,0.0,-106.8750457763672,-38.76146697998047,moving_ego_pps200000_medium_8loops_stride2,4121,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,mixed,present,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004123_frame100171,100171,moving_ego_training,autopilot_spawn80,,3,2,1,3-4,21.833,12.948,0.0,0.0,1.0,0.0,-107.33126068115234,-37.51907730102539,moving_ego_pps200000_medium_8loops_stride2,4123,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,mixed,present,12_25m,absent,absent,absent
moving_ego_pps200000_medium_8loops_stride2_004131_frame100187,100187,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,21.08,16.052,0.0,0.0,1.0,0.0,-108.82095336914062,-32.43288803100586,moving_ego_pps200000_medium_8loops_stride2,4131,6,moving_ego_pps200000_medium_8loops_stride2::loop6,discovery,vehicle_only,absent,12_25m,absent,absent,absent
